dataset,mol_id,pdb_id,case_dir_exists,manifest_protein_input,has_manifest_protein_input,protein_pdb,ligand_file,has_protein,has_ligand,has_start_conf,has_ligands_sdf,has_required_case_files,ligand_source,ligand_smiles,ligand_scaffold,ligand_heavy_atoms,ligand_rot_bonds,ligand_tpsa,ligand_mol_wt,ligand_rings,ligand_chiral_centers,ligand_error,protein_chains,protein_aa_length,protein_error,max_train_ligand_tanimoto,train_scaffold_exact_match,train_pdb_id_overlap,subset_protocol
astex_diverse,1HWW_SWA,1hww,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HWW_SWA_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,True,True,True,True,True,sdf,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,C1CCN2CCCC2C1,12.0,0.0,63.93000000000001,173.21200000000002,2.0,4.0,,1,1014,,0.1818181818181818,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1N2V_BDI,1n2v,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N2V_BDI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_protein.pdb,external/PoseBench/data/astex_diverse_set/1N2V_BDI/1N2V_BDI_ligand.sdf,True,True,True,True,True,sdf,CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1,O=c1[nH][nH]c(=O)c2[nH]cnc12,15.0,3.0,94.4,208.221,2.0,0.0,,1,372,,0.2244897959183673,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1KZK_JE2,1kzk,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1KZK_JE2_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_protein.pdb,external/PoseBench/data/astex_diverse_set/1KZK_JE2/1KZK_JE2_ligand.sdf,True,True,True,True,True,sdf,Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C,O=C(NC(CC(=O)N1CSCC1C(=O)NCc1ccccc1)Cc1ccccc1)c1ccccc1,41.0,9.0,118.97,575.7310000000002,4.0,3.0,,2,198,,0.2391304347826087,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1N46_PFA,1n46,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N46_PFA_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_protein.pdb,external/PoseBench/data/astex_diverse_set/1N46_PFA/1N46_PFA_ligand.sdf,True,True,True,True,True,sdf,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,O=c1cnn(-c2ccc(Oc3ccccc3)cc2)c(=O)[nH]1,27.0,4.0,97.21,367.4050000000001,3.0,0.0,,2,487,,0.2608695652173913,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1YWR_LI9,1ywr,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1YWR_LI9_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1YWR_LI9/1YWR_LI9_protein.pdb,external/PoseBench/data/astex_diverse_set/1YWR_LI9/1YWR_LI9_ligand.sdf,True,True,True,True,True,sdf,C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n(C3CCNCC3)n2C)n1)c1ccccc1,O=c1c(-c2ccccc2)c(-c2ccnc(NCc3ccccc3)n2)[nH]n1C1CCNCC1,35.0,6.0,76.77000000000001,472.5680000000001,5.0,1.0,,1,338,,0.2758620689655172,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1T40_ID5,1t40,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T40_ID5_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1T40_ID5/1T40_ID5_protein.pdb,external/PoseBench/data/astex_diverse_set/1T40_ID5/1T40_ID5_ligand.sdf,True,True,True,True,True,sdf,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,O=C(NCc1nc2ccccc2s1)c1ccccc1,28.0,6.0,88.52000000000001,414.3360000000001,3.0,0.0,,1,316,,0.2808988764044944,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1YGC_905,1ygc,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1YGC_905_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1YGC_905/1YGC_905_protein.pdb,external/PoseBench/data/astex_diverse_set/1YGC_905/1YGC_905_ligand.sdf,True,True,True,True,True,sdf,CCOc1cc(OCC)c(F)c([C@@H](Nc2ccc(C(=N)N)c(O)c2)C(=O)NS(=O)(=O)c2cccc(N)c2)c1,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccccc1)c1ccccc1,38.0,11.0,189.85,545.5930000000002,3.0,1.0,,2,307,,0.2888888888888888,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1HWI_115,1hwi,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1HWI_115_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,True,True,True,True,True,sdf,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,c1ccc(-c2c[nH]c3ccccc23)cc1,30.0,8.0,82.69000000000001,411.4730000000002,3.0,2.0,,4,1540,,0.2898550724637681,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1W1P_GIO,1w1p,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1W1P_GIO_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1W1P_GIO/1W1P_GIO_protein.pdb,external/PoseBench/data/astex_diverse_set/1W1P_GIO/1W1P_GIO_ligand.sdf,True,True,True,True,True,sdf,O=C1NCC(=O)N2CCC[C@@H]12,O=C1NCC(=O)N2CCCC12,11.0,0.0,49.41,154.169,2.0,1.0,,2,996,,0.3035714285714285,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1N1M_A3M,1n1m,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N1M_A3M_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_protein.pdb,external/PoseBench/data/astex_diverse_set/1N1M_A3M/1N1M_A3M_ligand.sdf,True,True,True,True,True,sdf,CC(C)[C@H](N)C(=O)N1CCCC1,C1CCNC1,12.0,2.0,46.33,170.25599999999997,1.0,1.0,,2,1454,,0.3170731707317073,True,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1KE5_LS1,1ke5,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1KE5_LS1_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_protein.pdb,external/PoseBench/data/astex_diverse_set/1KE5_LS1/1KE5_LS1_ligand.sdf,True,True,True,True,True,sdf,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,O=C1Nc2ccccc2C1=CNc1ccccc1,23.0,4.0,87.30000000000001,329.3810000000001,3.0,0.0,,1,281,,0.3272727272727272,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,2BM2_PM2,2bm2,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/2BM2_PM2_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/2BM2_PM2/2BM2_PM2_protein.pdb,external/PoseBench/data/astex_diverse_set/2BM2_PM2/2BM2_PM2_ligand.sdf,True,True,True,True,True,sdf,NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1,O=C(c1cncc(CCc2ccccc2)c1)N1CCC(c2ccccc2)CC1,30.0,6.0,59.220000000000006,399.5380000000001,4.0,0.0,,4,972,,0.3333333333333333,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1OPK_P16,1opk,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OPK_P16_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1OPK_P16/1OPK_P16_protein.pdb,external/PoseBench/data/astex_diverse_set/1OPK_P16/1OPK_P16_ligand.sdf,True,True,True,True,True,sdf,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,O=c1[nH]c2nc(Nc3ccccc3)ncc2cc1-c1ccccc1,29.0,4.0,80.04,427.29100000000017,4.0,0.0,,1,449,,0.3522727272727273,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1LPZ_CMB,1lpz,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1LPZ_CMB_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_protein.pdb,external/PoseBench/data/astex_diverse_set/1LPZ_CMB/1LPZ_CMB_ligand.sdf,True,True,True,True,True,sdf,Cc1cccc2c1cc(C(=O)NCc1cc(Cl)cc(Cl)c1)n2Cc1cccc(C(=N)N)c1,O=C(NCc1ccccc1)c1cc2ccccc2n1Cc1ccccc1,32.0,6.0,83.9,465.384,4.0,0.0,,2,287,,0.3717948717948718,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
astex_diverse,1T46_STI,1t46,True,external/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T46_STI_holo_aligned_predicted_protein.pdb,True,external/PoseBench/data/astex_diverse_set/1T46_STI/1T46_STI_protein.pdb,external/PoseBench/data/astex_diverse_set/1T46_STI/1T46_STI_ligand.sdf,True,True,True,True,True,sdf,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,37.0,7.0,86.28,493.6150000000004,5.0,0.0,,1,297,,0.4057971014492754,False,False,PoseBench proportional stratified subset; native ligand center; fixed 24A box
