dataset,mol_id,tag,status,runtime_sec,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_top_rmsd_approx,score_ranked_top_pocket_rmsd_approx,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_matched_ca,score_ranked_matched_chains,score_ranked_receptor_ca_rmsd_after_fit,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_cutoff_a,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_pocket_success_2a_approx,score_ranked_success_2a_approx,oracle_best_pocket_rmsd_approx,oracle_best_pocket_success_2a_approx,oracle_best_model_idx,n_samples_eval,metric_status,exception_type,prediction_cif,model_idx,top_rmsd_approx,top_pocket_rmsd_approx,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,matched_ca,matched_chains,receptor_ca_rmsd_after_fit,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_cutoff_a
astex_diverse,1G9V_RQ3,default_s5_t200,ok,180.807,results/posebench_702_predictions/chai1_gpu/astex_diverse/1G9V_RQ3/default_s5_t200/predictions/pred.model_idx_1.cif,1.0,19.959051350457827,22.373443616816484,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1G9V_RQ3/default_s5_t200/predictions/scores.model_idx_1.npz,0.830540657043457,0.8695392608642578,0.8207909464836121,False,574.0,"A:141,B:146,C:141,D:146",27.505531337925223,25.0,25.0,10.0,77.0,"B:107:3.22,C:140:3.25,A:98:3.28,A:99:3.58,C:94:3.63,B:34:3.65,C:136:3.66,B:36:3.77,A:35:3.79,A:102:3.84,A:95:4.21,A:125:4.23",12.69469823191785,False,False,19.786860951090183,False,0.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1GKC_NFH,default_s5_t200,ok,88.185,results/posebench_702_predictions/chai1_gpu/astex_diverse/1GKC_NFH/default_s5_t200/predictions/pred.model_idx_1.cif,1.0,25.70555107215793,10.989587671945483,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1GKC_NFH/default_s5_t200/predictions/scores.model_idx_1.npz,0.5476072430610657,0.5961604118347168,0.5354689359664917,False,315.0,"A:159,B:156",19.324795572243342,22.0,22.0,10.0,52.0,"A:117:2.73,A:78:2.79,A:138:2.89,A:76:2.90,A:126:2.90,A:120:3.00,A:79:3.36,A:136:3.42,A:137:3.49,A:108:3.51,A:77:3.51,A:116:3.56",0.44615363380031314,False,False,4.356910668726235,False,2.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1GM8_SOX,default_s5_t200,ok,276.855,results/posebench_702_predictions/chai1_gpu/astex_diverse/1GM8_SOX/default_s5_t200/predictions/pred.model_idx_2.cif,2.0,4.649881112323273,4.478372241062265,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1GM8_SOX/default_s5_t200/predictions/scores.model_idx_2.npz,0.8903131484985352,0.9104436039924622,0.8852804899215698,False,764.0,"A:207,B:557",1.0231990609536457,24.0,24.0,10.0,76.0,"B:0:2.53,B:68:3.15,B:70:3.15,A:143:3.17,B:22:3.28,B:23:3.28,A:146:3.41,A:139:3.67,B:176:3.72,B:67:3.78,B:66:3.94,B:21:4.06",1.1981579256682793,False,False,4.005149259947039,False,1.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1GPK_HUP,default_s5_t200,ok,182.522,results/posebench_702_predictions/chai1_gpu/astex_diverse/1GPK_HUP/default_s5_t200/predictions/pred.model_idx_1.cif,1.0,4.557386029379024,4.566146734127879,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1GPK_HUP/default_s5_t200/predictions/scores.model_idx_1.npz,0.5582212209701538,0.9619778394699097,0.45728206634521484,False,529.0,A:529,0.39591902583539446,18.0,18.0,10.0,75.0,"A:126:2.62,A:117:3.27,A:118:3.33,A:113:3.44,A:119:3.46,A:114:3.47,A:115:3.51,A:195:3.53,A:80:3.53,A:436:3.53,A:123:3.69,A:112:3.70",0.24843511820997902,False,False,3.8800012546933633,False,4.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1HNN_SKF,default_s5_t200,ok,189.651,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HNN_SKF/default_s5_t200/predictions/pred.model_idx_2.cif,2.0,34.021542858799414,45.66394474392688,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1HNN_SKF/default_s5_t200/predictions/scores.model_idx_2.npz,0.7169321179389954,0.7526015639305115,0.708014726638794,False,528.0,"A:261,B:267",19.485318813579806,14.0,14.0,10.0,72.0,"A:35:2.57,A:197:2.82,A:22:2.94,A:17:3.21,A:245:3.29,A:236:3.32,A:31:3.32,A:13:3.35,A:18:3.35,A:160:3.47,A:247:3.75,A:200:3.86",0.2772982610252961,False,False,44.89730409519054,False,0.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1HP0_AD3,default_s5_t200,ok,188.008,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HP0_AD3/default_s5_t200/predictions/pred.model_idx_1.cif,1.0,26.230713876795157,25.666574435640385,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1HP0_AD3/default_s5_t200/predictions/scores.model_idx_1.npz,0.8246585130691528,0.902713418006897,0.805144727230072,False,641.0,"A:319,B:322",1.0774364130722018,19.0,19.0,10.0,72.0,"A:252:2.54,A:183:2.55,A:13:2.59,A:136:2.84,A:39:2.87,A:185:3.08,A:172:3.14,A:82:3.18,A:14:3.26,A:248:3.52,A:163:3.58,A:11:3.64",0.714609335969211,False,False,25.546877249790125,False,3.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1HQ2_PH2,default_s5_t200,ok,61.459,results/posebench_702_predictions/chai1_gpu/astex_diverse/1HQ2_PH2/default_s5_t200/predictions/pred.model_idx_0.cif,0.0,3.8050164914162905,3.776165388879236,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/astex_diverse/1HQ2_PH2/default_s5_t200/predictions/scores.model_idx_0.npz,0.9077671766281128,0.947371244430542,0.8978660702705383,False,158.0,A:158,0.7712546094182351,14.0,14.0,10.0,52.0,"A:42:2.79,A:54:2.82,A:41:2.84,A:44:2.86,A:94:2.87,A:122:3.19,A:52:3.32,A:88:3.67,A:43:3.78,A:96:4.14,A:7:4.19,A:120:4.55",0.7660923764316623,False,False,3.7585396792418906,False,2.0,5.0,ok,,,,,,,,,,,,,,,,
astex_diverse,1HVY_D16,default_s5_t200,exception,47.714,,,,,,,,,,,,,,,,,,,,,,,,,not_ok,RuntimeError,,,,,,,,,,,,,,,
astex_diverse,1HWI_115,default_s5_t200,exception,65.308,,,,,,,,,,,,,,,,,,,,,,,,,not_ok,RuntimeError,,,,,,,,,,,,,,,
astex_diverse,1HWW_SWA,default_s5_t200,exception,47.731,,,,,,,,,,,,,,,,,,,,,,,,,not_ok,RuntimeError,,,,,,,,,,,,,,,
