dataset,mol_id,native_heavy_atoms_reported,pred_heavy_atoms_reported,native_heavy_atoms_parsed,pred_heavy_atoms_parsed,atom_count_match_parsed,recorded_top_pocket_rmsd_approx,recorded_top_rmsd_approx,recorded_pocket_success_2a,centroid_distance_a,centroid_distance_le2a,same_order_ligand_rmsd_a,same_order_ligand_rmsd_le2a,pocket_ca_rmsd_after_fit,receptor_ca_rmsd_after_fit,boltz_confidence_score,prediction_cif,ligand_file
astex_diverse,1GKC_NFH,22.0,22.0,22,22,True,14.966655423649266,23.405866833896106,False,134.29976808524367,False,134.41584660451406,False,11.676638604388549,20.254627163191245,0.3159915804862976,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20/boltz_results_1GKC_NFH_boltz1/predictions/1GKC_NFH_boltz1/1GKC_NFH_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1GKC_NFH/1GKC_NFH_ligand.sdf
astex_diverse,1GPK_HUP,18.0,18.0,18,18,True,5.066670127574264,5.465630305204599,False,105.29533032903286,False,105.38578541313213,False,1.2723923425877284,6.163698364620413,0.6724227070808411,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20/boltz_results_1GPK_HUP_boltz1/predictions/1GPK_HUP_boltz1/1GPK_HUP_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf
astex_diverse,1HNN_SKF,14.0,14.0,14,14,True,16.830455140226917,23.91788847371777,False,50.62795521929803,False,50.78168463937206,False,8.778706732617318,19.272797325308638,0.3244032561779022,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20/boltz_results_1HNN_SKF_boltz1/predictions/1HNN_SKF_boltz1/1HNN_SKF_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf
astex_diverse,1HP0_AD3,19.0,19.0,19,19,True,12.652727526848608,18.063178310474623,False,25.41869113663529,False,25.844383049728414,False,9.189137481640753,18.186714079542394,0.3550552129745483,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20/boltz_results_1HP0_AD3_boltz1/predictions/1HP0_AD3_boltz1/1HP0_AD3_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf
astex_diverse,1HQ2_PH2,14.0,14.0,14,14,True,10.453387878121012,10.436469173896889,False,29.817490170357956,False,30.029162938464506,False,13.805802955936876,16.993322184723638,0.4310556352138519,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20/boltz_results_1HQ2_PH2_boltz1/predictions/1HQ2_PH2_boltz1/1HQ2_PH2_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf
astex_diverse,1HWW_SWA,12.0,12.0,12,12,True,4.907539351602984,8.608354809689663,False,70.27922276143586,False,70.35073028023322,False,10.57481838500813,26.8276501800167,0.4413506984710693,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20/boltz_results_1HWW_SWA_boltz1/predictions/1HWW_SWA_boltz1/1HWW_SWA_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf
astex_diverse,1IA1_TQ3,19.0,19.0,19,19,True,25.1783182509348,36.86738138990393,False,46.43404833952963,False,46.638043098027474,False,4.679927757887876,21.731098802321775,0.3803790211677551,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1IA1_TQ3/full_r1_s20/boltz_results_1IA1_TQ3_boltz1/predictions/1IA1_TQ3_boltz1/1IA1_TQ3_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1IA1_TQ3/1IA1_TQ3_ligand.sdf
astex_diverse,1IG3_VIB,18.0,18.0,18,18,True,18.890493757001124,29.31295596990494,False,46.35350158424614,False,46.59088944415892,False,15.447273300854452,20.731935920135317,0.3903720080852508,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1IG3_VIB/full_r1_s20/boltz_results_1IG3_VIB_boltz1/predictions/1IG3_VIB_boltz1/1IG3_VIB_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1IG3_VIB/1IG3_VIB_ligand.sdf
astex_diverse,1J3J_CP6,17.0,17.0,17,17,True,15.7769524706554,39.242686081865855,False,60.187521246181646,False,60.31680286773277,False,13.064675321655194,31.66639103443324,0.3011603653430938,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1J3J_CP6/full_r1_s20/boltz_results_1J3J_CP6_boltz1/predictions/1J3J_CP6_boltz1/1J3J_CP6_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1J3J_CP6/1J3J_CP6_ligand.sdf
astex_diverse,1K3U_IAD,21.0,21.0,21,21,True,5.607971481898312,12.737144739233749,False,54.16146969611203,False,54.41113053877912,False,9.817829815476758,19.794899330964743,0.4782570004463196,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1K3U_IAD/full_r1_s20/boltz_results_1K3U_IAD_boltz1/predictions/1K3U_IAD_boltz1/1K3U_IAD_boltz1_model_0.cif,external/PoseBench/data/astex_diverse_set/1K3U_IAD/1K3U_IAD_ligand.sdf
