boltz_complex_ipde,boltz_complex_iplddt,boltz_complex_pde,boltz_complex_plddt,boltz_confidence_score,boltz_iptm,boltz_ligand_iptm,boltz_protein_iptm,boltz_ptm,confidence_json,dataset,gpu,input_yaml,ligand_file,ligand_heavy_atoms,ligand_smiles,matched_ca,matched_chains,model,mol_id,n_protein_chains,native_ligand_heavy_atoms,output_dir,pocket_ca_rmsd_after_fit,pocket_cutoff_a,pocket_matched_ca,pocket_matched_residues_preview,pred_ligand_heavy_atoms,prediction_cif,protein_lengths,protein_pdb,receptor_ca_rmsd_after_fit,returncode,runtime_sec,status,tag,top_pocket_rmsd_approx,top_pocket_success_2a_approx,top_rmsd_approx,top_success_2a_approx,status_json,stderr_tail,exception,exception_type,vina_status,vina_top_rmsd,vina_oracle_rmsd,vina_top_success_2a,vina_oracle_success_2a
12.11535930633545,0.5510801672935486,2.0953786373138428,0.7129552364349365,0.599609911441803,0.14622844755649567,0.2583656311035156,0.14022034406661987,0.33300983905792236,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1G9V_RQ3/full_r1_s20/boltz_results_1G9V_RQ3_boltz1/predictions/1G9V_RQ3_boltz1/confidence_1G9V_RQ3_boltz1_model_0.json,astex_diverse,0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1G9V_RQ3/full_r1_s20/inputs/1G9V_RQ3_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1G9V_RQ3/1G9V_RQ3_ligand.sdf,25.0,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,574.0,"A:141,B:146,C:141,D:146",boltz1,1G9V_RQ3,4.0,25.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1G9V_RQ3/full_r1_s20,5.298320135959013,10.0,77.0,"B:107:3.22,C:140:3.25,A:98:3.28,A:99:3.58,C:94:3.63,B:34:3.65,C:136:3.66,B:36:3.77,A:35:3.79,A:102:3.84,A:95:4.21,A:125:4.23",25.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1G9V_RQ3/full_r1_s20/boltz_results_1G9V_RQ3_boltz1/predictions/1G9V_RQ3_boltz1/1G9V_RQ3_boltz1_model_0.cif,A:141;B:146;C:141;D:146,external/PoseBench/data/astex_diverse_set/1G9V_RQ3/1G9V_RQ3_protein.pdb,7.738301912381739,0.0,126.538,ok,full_r1_s20,10.707687235021838,False,10.704903679492737,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1G9V_RQ3/full_r1_s20/run_status.json,,,,ok,5.6613191642937775,3.9313601513979854,False,False
11.665736198425293,0.3341524302959442,4.095714092254639,0.36690273880958557,0.3159915804862976,0.11234687268733978,0.40285393595695496,0.078427255153656,0.2358342558145523,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20/boltz_results_1GKC_NFH_boltz1/predictions/1GKC_NFH_boltz1/confidence_1GKC_NFH_boltz1_model_0.json,astex_diverse,3,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20/inputs/1GKC_NFH_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1GKC_NFH/1GKC_NFH_ligand.sdf,22.0,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)CN(O)C=O)C(C)(C)C,315.0,"A:159,B:156",boltz1,1GKC_NFH,2.0,22.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20,11.676638604388549,10.0,52.0,"A:117:2.73,A:78:2.79,A:138:2.89,A:76:2.90,A:126:2.90,A:120:3.00,A:79:3.36,A:136:3.42,A:137:3.49,A:108:3.51,A:77:3.51,A:116:3.56",22.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20/boltz_results_1GKC_NFH_boltz1/predictions/1GKC_NFH_boltz1/1GKC_NFH_boltz1_model_0.cif,A:159;B:156,external/PoseBench/data/astex_diverse_set/1GKC_NFH/1GKC_NFH_protein.pdb,20.254627163191245,0.0,107.148,ok,full_r1_s20,14.966655423649266,False,23.405866833896106,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GKC_NFH/full_r1_s20/run_status.json,,,,ok,5.585912141677978,4.518005075654116,False,False
15.05890941619873,0.31686654686927795,5.440745830535889,0.348053514957428,0.307267963886261,0.14412571489810944,0.29931190609931946,0.13074910640716553,0.23240232467651367,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX/full_r1_s20/boltz_results_1GM8_SOX_boltz1/predictions/1GM8_SOX_boltz1/confidence_1GM8_SOX_boltz1_model_0.json,astex_diverse,7,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX/full_r1_s20/inputs/1GM8_SOX_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_ligand.sdf,24.0,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@H]1O,764.0,"A:207,B:557",boltz1,1GM8_SOX,2.0,24.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX/full_r1_s20,13.354067906828165,10.0,76.0,"B:0:2.53,B:68:3.15,B:70:3.15,A:143:3.17,B:22:3.28,B:23:3.28,A:146:3.41,A:139:3.67,B:176:3.72,B:67:3.78,B:66:3.94,B:21:4.06",24.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX/full_r1_s20/boltz_results_1GM8_SOX_boltz1/predictions/1GM8_SOX_boltz1/1GM8_SOX_boltz1_model_0.cif,A:207;B:557,external/PoseBench/data/astex_diverse_set/1GM8_SOX/1GM8_SOX_protein.pdb,27.931955122021726,0.0,140.091,ok,full_r1_s20,11.51788661596349,False,11.60228685145606,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GM8_SOX/full_r1_s20/run_status.json,,,,ok,5.238780507745417,5.238780507745417,False,False
15.761772155761719,0.5719782114028931,2.004608154296875,0.7349100112915039,0.6724227070808411,0.4224734306335449,0.4224734306335449,0.0,0.7998977303504944,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20/boltz_results_1GPK_HUP_boltz1/predictions/1GPK_HUP_boltz1/confidence_1GPK_HUP_boltz1_model_0.json,astex_diverse,2,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20/inputs/1GPK_HUP_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_ligand.sdf,18.0,C/C=C1\[C@@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,529.0,A:529,boltz1,1GPK_HUP,1.0,18.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20,1.2723923425877284,10.0,75.0,"A:126:2.62,A:117:3.27,A:118:3.33,A:113:3.44,A:119:3.46,A:114:3.47,A:115:3.51,A:195:3.53,A:80:3.53,A:436:3.53,A:123:3.69,A:112:3.70",18.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20/boltz_results_1GPK_HUP_boltz1/predictions/1GPK_HUP_boltz1/1GPK_HUP_boltz1_model_0.cif,A:529,external/PoseBench/data/astex_diverse_set/1GPK_HUP/1GPK_HUP_protein.pdb,6.163698364620413,0.0,69.266,ok,full_r1_s20,5.066670127574264,False,5.4656303052045985,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1GPK_HUP/full_r1_s20/run_status.json,,,,ok,3.509007892394786,2.1363195115795666,False,False
10.714500427246094,0.32495445013046265,4.412322521209717,0.3705874979496002,0.3244032561779022,0.13966622948646545,0.4458884298801422,0.1245322972536087,0.22540457546710968,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20/boltz_results_1HNN_SKF_boltz1/predictions/1HNN_SKF_boltz1/confidence_1HNN_SKF_boltz1_model_0.json,astex_diverse,6,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20/inputs/1HNN_SKF_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_ligand.sdf,14.0,NS(=O)(=O)c1ccc2c(c1)CNCC2,528.0,"A:261,B:267",boltz1,1HNN_SKF,2.0,14.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20,8.778706732617318,10.0,72.0,"A:35:2.57,A:197:2.82,A:22:2.94,A:17:3.21,A:245:3.29,A:236:3.32,A:31:3.32,A:13:3.35,A:18:3.35,A:160:3.47,A:247:3.75,A:200:3.86",14.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20/boltz_results_1HNN_SKF_boltz1/predictions/1HNN_SKF_boltz1/1HNN_SKF_boltz1_model_0.cif,A:261;B:267,external/PoseBench/data/astex_diverse_set/1HNN_SKF/1HNN_SKF_protein.pdb,19.272797325308634,0.0,65.015,ok,full_r1_s20,16.830455140226917,False,23.91788847371777,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HNN_SKF/full_r1_s20/run_status.json,,,,ok,3.888645283753345,3.86874339140908,False,False
13.110380172729492,0.3165009915828705,4.387604713439941,0.40843361616134644,0.35505521297454834,0.14154160022735596,0.4507239758968353,0.12674328684806824,0.31078261137008667,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20/boltz_results_1HP0_AD3_boltz1/predictions/1HP0_AD3_boltz1/confidence_1HP0_AD3_boltz1_model_0.json,astex_diverse,1,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20/inputs/1HP0_AD3_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_ligand.sdf,19.0,Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,641.0,"A:319,B:322",boltz1,1HP0_AD3,2.0,19.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20,9.189137481640751,10.0,72.0,"A:252:2.54,A:183:2.55,A:13:2.59,A:136:2.84,A:39:2.87,A:185:3.08,A:172:3.14,A:82:3.18,A:14:3.26,A:248:3.52,A:163:3.58,A:11:3.64",19.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20/boltz_results_1HP0_AD3_boltz1/predictions/1HP0_AD3_boltz1/1HP0_AD3_boltz1_model_0.cif,A:319;B:322,external/PoseBench/data/astex_diverse_set/1HP0_AD3/1HP0_AD3_protein.pdb,18.186714079542394,0.0,102.954,ok,full_r1_s20,12.652727526848608,False,18.063178310474623,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HP0_AD3/full_r1_s20/run_status.json,,,,ok,2.8297886846900773,2.5381793827362498,False,False
4.846971035003662,0.374031662940979,2.9323618412017822,0.42838922142982483,0.43105563521385193,0.4417213499546051,0.4417213499546051,0.0,0.29638031125068665,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20/boltz_results_1HQ2_PH2_boltz1/predictions/1HQ2_PH2_boltz1/confidence_1HQ2_PH2_boltz1_model_0.json,astex_diverse,4,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20/inputs/1HQ2_PH2_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_ligand.sdf,14.0,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,158.0,A:158,boltz1,1HQ2_PH2,1.0,14.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20,13.805802955936876,10.0,52.0,"A:42:2.79,A:54:2.82,A:41:2.84,A:44:2.86,A:94:2.87,A:122:3.19,A:52:3.32,A:88:3.67,A:43:3.78,A:96:4.14,A:7:4.19,A:120:4.55",14.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20/boltz_results_1HQ2_PH2_boltz1/predictions/1HQ2_PH2_boltz1/1HQ2_PH2_boltz1_model_0.cif,A:158,external/PoseBench/data/astex_diverse_set/1HQ2_PH2/1HQ2_PH2_protein.pdb,16.993322184723638,0.0,66.081,ok,full_r1_s20,10.453387878121013,False,10.436469173896887,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HQ2_PH2/full_r1_s20/run_status.json,,,,ok,2.784330170795123,2.784330170795123,False,False
16.102956771850586,0.31597527861595154,6.046454906463623,0.34300071001052856,0.3060571849346161,0.1582830250263214,0.3687075674533844,0.15507501363754272,0.20669713616371155,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16/full_r1_s20/boltz_results_1HVY_D16_boltz1/predictions/1HVY_D16_boltz1/confidence_1HVY_D16_boltz1_model_0.json,astex_diverse,0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16/full_r1_s20/inputs/1HVY_D16_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_ligand.sdf,32.0,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,1148.0,"A:287,B:287,C:287,D:287",boltz1,1HVY_D16,4.0,32.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16/full_r1_s20,12.35731563410269,10.0,82.0,"D:191:2.80,D:195:3.01,D:231:3.25,D:60:3.34,D:284:3.38,D:198:3.44,D:85:3.49,D:82:3.52,D:81:3.62,D:194:3.66,D:53:3.67,D:285:3.68",32.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16/full_r1_s20/boltz_results_1HVY_D16_boltz1/predictions/1HVY_D16_boltz1/1HVY_D16_boltz1_model_0.cif,A:287;B:287;C:287;D:287,external/PoseBench/data/astex_diverse_set/1HVY_D16/1HVY_D16_protein.pdb,35.11082856692949,0.0,175.429,ok,full_r1_s20,26.475330808055038,False,50.37039398780163,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HVY_D16/full_r1_s20/run_status.json,,,,ok,9.213708080558554,6.4624853602348695,False,False
,,,,,,,,,,astex_diverse,3,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWI_115/full_r1_s20/inputs/1HWI_115_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_ligand.sdf,30.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,,,boltz1,1HWI_115,4.0,,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWI_115/full_r1_s20,,,,,,,A:393;B:399;C:374;D:374,external/PoseBench/data/astex_diverse_set/1HWI_115/1HWI_115_protein.pdb,,0.0,58.598,failed_no_prediction_cif,full_r1_s20,,,,,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWI_115/full_r1_s20/run_status.json,"
  0%|          | 0/1 [00:00<?, ?it/s]
100%|██████████| 1/1 [00:00<00:00,  4.11it/s]
100%|██████████| 1/1 [00:00<00:00,  4.11it/s]
GPU available: True (cuda), used: True
TPU available: False, using: 0 TPU cores
HPU available: False, using: 0 HPUs
<REMOTE_PROJECT_ROOT>/envs/boltz/lib/python3.10/site-packages/pytorch_lightning/trainer/connectors/logger_connector/logger_connector.py:76: Starting from v1.9.0, `tensorboardX` has been removed as a dependency of the `pytorch_lightning` package, due to potential conflicts with other packages in the ML ecosystem. For this reason, `logger=True` will use `CSVLogger` as the default logger, unless the `tensorboard` or `tensorboardX` packages are found. Please `pip install lightning[extra]` or one of them to enable TensorBoard support by default
You are using a CUDA device ('NVIDIA GeForce RTX 4090 D') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [3]
<REMOTE_PROJECT_ROOT>/envs/boltz/lib/python3.10/site-packages/pytorch_lightning/trainer/connectors/data_connector.py:425: The 'predict_dataloader' does not have many workers which may be a bottleneck. Consider increasing the value of the `num_workers` argument` to `num_workers=383` in the `DataLoader` to improve performance.
",,,ok,5.813570543707771,5.813570543707771,False,False
9.963241577148438,0.42817017436027527,4.925719738006592,0.3950203061103821,0.44135069847106934,0.6266722679138184,0.6266722679138184,0.0,0.3023160994052887,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20/boltz_results_1HWW_SWA_boltz1/predictions/1HWW_SWA_boltz1/confidence_1HWW_SWA_boltz1_model_0.json,astex_diverse,7,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20/inputs/1HWW_SWA_boltz1.yaml,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_ligand.sdf,12.0,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,1014.0,A:1014,boltz1,1HWW_SWA,1.0,12.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20,10.57481838500813,10.0,56.0,"A:61:2.43,A:441:2.51,A:696:2.69,A:173:2.83,A:59:2.95,A:310:3.26,A:238:3.30,A:197:3.36,A:440:3.41,A:64:3.42,A:175:3.53,A:384:3.73",12.0,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20/boltz_results_1HWW_SWA_boltz1/predictions/1HWW_SWA_boltz1/1HWW_SWA_boltz1_model_0.cif,A:1014,external/PoseBench/data/astex_diverse_set/1HWW_SWA/1HWW_SWA_protein.pdb,26.8276501800167,0.0,154.22,ok,full_r1_s20,4.907539351602984,False,8.608354809689663,False,results/posebench_702_predictions/boltz1_gpu/astex_diverse/1HWW_SWA/full_r1_s20/run_status.json,,,,ok,3.522495020105303,3.522495020105303,False,False
