dataset,mol_id,method,model_key,tag,generation_status,status_json,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,mapping_status,mapping_cost,receptor_atoms,pb_file,pb_molecule,pb_position,pb_mol_pred_loaded,pb_mol_true_loaded,pb_mol_cond_loaded,pb_sanitization,pb_inchi_convertible,pb_all_atoms_connected,pb_no_radicals,pb_molecular_formula,pb_molecular_bonds,pb_double_bond_stereochemistry,pb_tetrahedral_chirality,pb_bond_lengths,pb_bond_angles,pb_internal_steric_clash,pb_aromatic_ring_flatness,pb_non-aromatic_ring_non-flatness,pb_double_bond_flatness,pb_internal_energy,pb_protein-ligand_maximum_distance,pb_minimum_distance_to_protein,pb_minimum_distance_to_organic_cofactors,pb_minimum_distance_to_inorganic_cofactors,pb_minimum_distance_to_waters,pb_volume_overlap_with_protein,pb_volume_overlap_with_organic_cofactors,pb_volume_overlap_with_inorganic_cofactors,pb_volume_overlap_with_waters,pb_rmsd_≤_2å,pb_passes_valence_checks,pb_passes_kekulization,pb_no_radicals_before_sanitization,pb_inchi_crystal_valid,pb_inchi_docked_valid,pb_inchi_crystal,pb_inchi_docked,pb_inchi_overall,pb_inchi_version,pb_stereochemistry_preserved,pb_hydrogens,pb_net_charge,pb_protons,pb_stereo_sp3,pb_stereo_sp3_inverted,pb_stereo_type,pb_number_bonds,pb_shortest_bond_relative_length,pb_longest_bond_relative_length,pb_number_short_outlier_bonds,pb_number_long_outlier_bonds,pb_number_angles,pb_most_extreme_relative_angle,pb_number_outlier_angles,pb_number_noncov_pairs,pb_shortest_noncovalent_relative_distance,pb_number_clashes,pb_number_valid_bonds,pb_number_valid_angles,pb_number_valid_noncov_pairs,pb_number_aromatic_rings_checked,pb_number_aromatic_rings_pass,pb_aromatic_ring_maximum_distance_from_plane,pb_number_non-aromatic_rings_checked,pb_number_non-aromatic_rings_pass,pb_non-aromatic_ring_maximum_distance_from_plane,pb_number_double_bonds_checked,pb_number_double_bonds_pass,pb_double_bond_maximum_distance_from_plane,pb_num_h_added,pb_mol_pred_energy,pb_ensemble_avg_energy,pb_energy_ratio,pb_smallest_distance_protein,pb_num_pairwise_clashes_protein,pb_most_extreme_ligand_atom_id_protein,pb_most_extreme_protein_atom_id_protein,pb_most_extreme_ligand_element_protein,pb_most_extreme_protein_element_protein,pb_most_extreme_ligand_vdw_protein,pb_most_extreme_protein_vdw_protein,pb_most_extreme_sum_radii_protein,pb_most_extreme_distance_protein,pb_most_extreme_sum_radii_scaled_protein,pb_most_extreme_relative_distance_protein,pb_most_extreme_clash_protein,pb_smallest_distance_organic_cofactors,pb_not_too_far_away_organic_cofactors,pb_num_pairwise_clashes_organic_cofactors,pb_most_extreme_ligand_atom_id_organic_cofactors,pb_most_extreme_protein_atom_id_organic_cofactors,pb_most_extreme_ligand_element_organic_cofactors,pb_most_extreme_protein_element_organic_cofactors,pb_most_extreme_ligand_vdw_organic_cofactors,pb_most_extreme_protein_vdw_organic_cofactors,pb_most_extreme_sum_radii_organic_cofactors,pb_most_extreme_distance_organic_cofactors,pb_most_extreme_sum_radii_scaled_organic_cofactors,pb_most_extreme_relative_distance_organic_cofactors,pb_most_extreme_clash_organic_cofactors,pb_smallest_distance_inorganic_cofactors,pb_not_too_far_away_inorganic_cofactors,pb_num_pairwise_clashes_inorganic_cofactors,pb_most_extreme_ligand_atom_id_inorganic_cofactors,pb_most_extreme_protein_atom_id_inorganic_cofactors,pb_most_extreme_ligand_element_inorganic_cofactors,pb_most_extreme_protein_element_inorganic_cofactors,pb_most_extreme_ligand_vdw_inorganic_cofactors,pb_most_extreme_protein_vdw_inorganic_cofactors,pb_most_extreme_sum_radii_inorganic_cofactors,pb_most_extreme_distance_inorganic_cofactors,pb_most_extreme_sum_radii_scaled_inorganic_cofactors,pb_most_extreme_relative_distance_inorganic_cofactors,pb_most_extreme_clash_inorganic_cofactors,pb_smallest_distance_waters,pb_not_too_far_away_waters,pb_num_pairwise_clashes_waters,pb_most_extreme_ligand_atom_id_waters,pb_most_extreme_protein_atom_id_waters,pb_most_extreme_ligand_element_waters,pb_most_extreme_protein_element_waters,pb_most_extreme_ligand_vdw_waters,pb_most_extreme_protein_vdw_waters,pb_most_extreme_sum_radii_waters,pb_most_extreme_distance_waters,pb_most_extreme_sum_radii_scaled_waters,pb_most_extreme_relative_distance_waters,pb_most_extreme_clash_waters,pb_volume_overlap_protein,pb_volume_overlap_organic_cofactors,pb_volume_overlap_inorganic_cofactors,pb_volume_overlap_waters,pb_rmsd,pb_kabsch_rmsd,pb_centroid_distance,posebusters_status,mapping_reliable_le5,pb_valid_all_raw,pb_valid_all
astex_diverse,1G9V_RQ3,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1G9V_RQ3/full_r1_s20_seed101/run_status.json,25.0,25.0,ok,23.59147729734442,4380.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1G9V_RQ3/predicted_pose.sdf,1G9V_RQ3_A_801,0.0,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C20H23NO4/c1-13-9-14(2)11-16(10-13)21-18(22)12-15-5-7-17(8-6-15)25-20(3,4)19(23)24/h5-11H,12H2,1-4H3,(H,21,22)(H,23,24)","InChI=1S/C20H23NO4/c1-13-9-14(2)11-16(10-13)21-18(22)12-15-5-7-17(8-6-15)25-20(3,4)19(23)24/h5-11H,12H2,1-4H3,(H,21,22)(H,23,24)",True,True,True,True,True,True,True,True,True,26.0,0.6721924432211026,1.0208088636023083,1.0,0.0,37.0,1.2932636415085055,1.0,237.0,0.7317065956639308,0.0,25.0,36.0,237.0,2.0,2.0,0.014879180555208822,0.0,0.0,,0.0,0.0,,23.0,480.38188275780516,53.05633698911929,9.054184853664532,2.398460562527556,1.0,1.0,1816.0,O,C,1.55,1.7,3.25,2.398460562527556,3.25,0.7379878653930942,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.020963270963270962,,,,43.51408901589002,1.9484067102793865,43.001693623052375,posebusters_attempted,False,False,
astex_diverse,1GKC_NFH,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1GKC_NFH/full_r1_s20_seed101/run_status.json,22.0,22.0,ok,3.4150190063415646,2516.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1GKC_NFH/predicted_pose.sdf,1GKC_NFH_A_1448,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C15H29N3O4/c1-10(2)7-11(8-18(22)9-19)13(20)17-12(14(21)16-6)15(3,4)5/h9-12,22H,7-8H2,1-6H3,(H,16,21)(H,17,20)/t11-,12-/m1/s1","InChI=1S/C15H29N3O4/c1-10(2)7-11(8-18(22)9-19)13(20)17-12(14(21)16-6)15(3,4)5/h9-12,22H,7-8H2,1-6H3,(H,16,21)(H,17,20)/t11-,12-/m1/s1",True,True,True,True,True,True,True,True,True,21.0,0.9481638114550058,1.018075853464278,0.0,0.0,29.0,1.0273456683473454,0.0,181.0,0.9778179435605641,0.0,21.0,29.0,181.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,29.0,54.6125467237314,37.42583941430878,1.4592203562667918,2.4690776293992864,0.0,16.0,2325.0,C,O,1.7,1.55,3.25,2.4690776293992864,3.25,0.7597161936613189,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.02121265688527488,,,,140.52400522540137,0.24227084840163635,140.44766260026086,posebusters_attempted,True,True,True
astex_diverse,1GM8_SOX,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1GM8_SOX/full_r1_s20_seed101/run_status.json,24.0,24.0,ok,8.476802289645802,6072.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1GM8_SOX/predicted_pose.sdf,1GM8_SOX_B_1559,0.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C16H20N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24(16)23)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14,23-24H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1","InChI=1S/C16H20N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24(16)23)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14,23-24H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",True,True,True,True,True,True,True,True,True,26.0,0.9307631196820823,3.4611181612539066,0.0,2.0,38.0,1.4618443630443254,3.0,212.0,0.4917869989749889,2.0,24.0,35.0,210.0,1.0,1.0,0.00713550685309313,0.0,0.0,,0.0,0.0,,20.0,142150.82293836115,59.552728647251996,2386.9741348102034,1.4633918203953447,6.0,8.0,1196.0,C,O,1.7,1.55,3.25,1.4633918203953447,3.25,0.45027440627549065,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.13061080795634572,,,,21.573525688261604,1.7556192169940306,20.684556792988783,posebusters_attempted,False,False,
astex_diverse,1GPK_HUP,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1GPK_HUP/full_r1_s20_seed101/run_status.json,18.0,18.0,ok,2.3379861496334082,4219.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1GPK_HUP/predicted_pose.sdf,1GPK_HUP_A_1540,0.0,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C15H18N2O/c1-3-11-10-6-9(2)8-15(11,16)12-4-5-14(18)17-13(12)7-10/h3-6,10H,7-8,16H2,1-2H3,(H,17,18)/b11-3+/t10-,15+/m1/s1","InChI=1S/C15H18N2O/c1-3-11-10-6-9(2)8-15(11,16)12-4-5-14(18)17-13(12)7-10/h3-6,10H,7-8,16H2,1-2H3,(H,17,18)/b11-3+/t10-,15+/m0/s1",False,True,False,True,True,True,True,False,True,20.0,0.9835232758982205,1.034103581294252,0.0,0.0,31.0,1.0241335914419916,0.0,102.0,1.0120445679363488,0.0,20.0,31.0,102.0,1.0,1.0,0.008525862986993357,0.0,0.0,,0.0,0.0,,18.0,58.70993634558896,47.79565781129614,1.228352930665457,2.635315656614972,0.0,10.0,1005.0,C,O,1.7,1.55,3.25,2.635315656614972,3.25,0.8108663558815299,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.015021955165241506,,,,95.84722693855919,2.2372045943834924,95.71882258235158,posebusters_attempted,True,False,False
astex_diverse,1HNN_SKF,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HNN_SKF/full_r1_s20_seed101/run_status.json,14.0,14.0,ok,1.5400272748720574,4119.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1HNN_SKF/predicted_pose.sdf,1HNN_SKF_A_3001,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C9H12N2O2S/c10-14(12,13)9-2-1-7-3-4-11-6-8(7)5-9/h1-2,5,11H,3-4,6H2,(H2,10,12,13)","InChI=1S/C9H12N2O2S/c10-14(12,13)9-2-1-7-3-4-11-6-8(7)5-9/h1-2,5,11H,3-4,6H2,(H2,10,12,13)",True,True,True,True,True,True,True,True,True,15.0,0.9430460870752302,1.0185981445733943,0.0,0.0,22.0,1.044484633241285,0.0,54.0,0.9894563744233299,0.0,15.0,22.0,54.0,1.0,1.0,0.002338278529360498,0.0,0.0,,0.0,0.0,,12.0,53.701378777669824,25.723213398058803,2.08766214184276,2.506115292639187,0.0,9.0,2376.0,N,N,1.6,1.6,3.2,2.506115292639187,3.2,0.7831610289497459,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.018404907975460124,,,,71.21753406340925,0.9496455543582851,71.19620351783914,posebusters_attempted,True,True,True
astex_diverse,1HP0_AD3,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HP0_AD3/full_r1_s20_seed101/run_status.json,19.0,19.0,ok,5.388473302267348,4974.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1HP0_AD3/predicted_pose.sdf,1HP0_AD3_A_1315,0.0,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C11H14N4O4/c12-10-7-5(1-2-13-10)15(4-14-7)11-9(18)8(17)6(3-16)19-11/h1-2,4,6,8-9,11,16-18H,3H2,(H2,12,13)/t6-,8-,9-,11-/m1/s1","InChI=1S/C11H14N4O4/c12-10-7-5(1-2-13-10)15(4-14-7)11-9(18)8(17)6(3-16)19-11/h1-2,4,6,8-9,11,16-18H,3H2,(H2,12,13)/t6-,8-,9+,11-/m1/s1",False,True,False,True,True,True,False,True,True,21.0,0.9601031244179411,3.3212240146091023,0.0,2.0,31.0,1.4660061764402956,3.0,119.0,0.6093016608770988,2.0,19.0,28.0,117.0,1.0,1.0,0.0033687240020243746,0.0,0.0,,0.0,0.0,,14.0,28019.38445925646,74.53055799383799,375.9449172723628,1.8095576779975815,11.0,17.0,2787.0,C,C,1.7,1.7,3.4,1.8095576779975815,3.4,0.5322228464698769,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.15941011235955055,,,,45.43058848383288,1.6210287273176276,45.21951599283501,posebusters_attempted,False,False,
astex_diverse,1HQ2_PH2,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HQ2_PH2/full_r1_s20_seed101/run_status.json,14.0,14.0,ok,0.8800938882689747,1260.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1HQ2_PH2/predicted_pose.sdf,1HQ2_PH2_A_181,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,"InChI=1S/C7H9N5O2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5/h13H,1-2H2,(H4,8,9,11,12,14)","InChI=1S/C7H9N5O2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5/h13H,1-2H2,(H4,8,9,11,12,14)",True,True,True,True,True,True,True,True,True,15.0,0.9618137203387416,1.0209027527100711,0.0,0.0,21.0,1.021187010733821,0.0,55.0,0.9921087242289757,0.0,15.0,21.0,55.0,1.0,1.0,0.002010302647110995,0.0,0.0,,0.0,0.0,,9.0,33.62999785685555,22.918531776676627,1.4673713911760964,2.5148330560894094,0.0,9.0,413.0,O,N,1.55,1.6,3.1500000000000004,2.5148330560894094,3.1500000000000004,0.7983597003458441,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.02944862155388471,,,,15.123225693307441,0.374937279038459,14.981288187270515,posebusters_attempted,True,True,True
astex_diverse,1HVY_D16,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HVY_D16/full_r1_s20_seed101/run_status.json,32.0,32.0,ok,21.799407050798056,9272.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1HVY_D16/predicted_pose.sdf,1HVY_D16_D_417,0.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C21H22N4O6S/c1-11-22-14-4-3-12(9-13(14)19(28)23-11)10-25(2)17-7-6-16(32-17)20(29)24-15(21(30)31)5-8-18(26)27/h3-4,6-7,9,15H,5,8,10H2,1-2H3,(H,24,29)(H,26,27)(H,30,31)(H,22,23,28)/t15-/m0/s1","InChI=1S/C21H22N4O6S/c1-11-22-14-4-3-12(9-13(14)19(28)23-11)10-25(2)17-7-6-16(32-17)20(29)24-15(21(30)31)5-8-18(26)27/h3-4,6-7,9,15H,5,8,10H2,1-2H3,(H,24,29)(H,26,27)(H,30,31)(H,22,23,28)/t15-/m0/s1",True,True,True,True,True,True,True,True,True,34.0,0.7438988635290065,1.0109856558857602,1.0,0.0,48.0,1.19710496821721,0.0,414.0,0.8372700017477958,0.0,33.0,48.0,414.0,3.0,3.0,0.014306221370582583,0.0,0.0,,0.0,0.0,,22.0,411.6109333235861,77.60933608993811,5.303626523058875,1.4448261833175653,20.0,30.0,2291.0,O,C,1.55,1.7,3.25,1.4448261833175653,3.25,0.4445619025592509,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.14386498824180385,,,,89.52753837945095,2.361688850302239,89.14854227117678,posebusters_attempted,False,False,
astex_diverse,1HWI_115,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,failed_no_prediction_cif,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HWI_115/full_r1_s20_seed101/run_status.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generation_failed,,,
astex_diverse,1HWW_SWA,Boltz-2 full receptor r1/s20,boltz2_gpu,full_r1_s20_seed101,ok,results/posebench_702_predictions/boltz2_gpu/astex_diverse/1HWW_SWA/full_r1_s20_seed101/run_status.json,12.0,12.0,ok,1.4222013191693461,8181.0,<REMOTE_PROJECT_ROOT>/results/posebench_latest_posebusters/generated_inputs/boltz2_gpu/astex_diverse/1HWW_SWA/predicted_pose.sdf,1HWW_SWA_A_1103,0.0,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,"InChI=1S/C8H15NO3/c10-5-2-1-3-9-4-6(11)8(12)7(5)9/h5-8,10-12H,1-4H2/t5-,6-,7-,8-/m1/s1","InChI=1S/C8H15NO3/c10-5-2-1-3-9-4-6(11)8(12)7(5)9/h5-8,10-12H,1-4H2/t5-,6-,7+,8+/m1/s1",False,True,False,True,True,True,False,True,True,13.0,0.9819326706259731,0.9995883181949452,0.0,0.0,19.0,1.055455219420831,0.0,34.0,1.125495243085839,0.0,13.0,19.0,34.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,15.0,53.44914847668024,38.40580817977662,1.3916944079522067,1.9954123709148446,4.0,9.0,3706.0,O,O,1.55,1.55,3.1,1.9954123709148446,3.1,0.6436814099725305,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.09944367176634214,,,,87.95770451397837,0.6163371488413188,87.88106818862812,posebusters_attempted,True,False,False
